"FIPS","State","County","Year","population"
"CO065","colorado","lake","2017",7481
"CO067","colorado","la plata","2017",54469
"CO069","colorado","larimer","2017",330976
"CO071","colorado","las animas","2017",14151
"CO073","colorado","lincoln","2017",5520
"CO075","colorado","logan","2017",21885
"CO077","colorado","mesa","2017",148798
"CO079","colorado","mineral","2017",834
"CO081","colorado","moffat","2017",13056
"CO083","colorado","montezuma","2017",25770
"CO085","colorado","montrose","2017",40908
"CO087","colorado","morgan","2017",28123
"CO089","colorado","otero","2017",18325
"CO091","colorado","ouray","2017",4653
"CO093","colorado","park","2017",16900
"CO095","colorado","phillips","2017",4327
"CO097","colorado","pitkin","2017",17747
"CO099","colorado","prowers","2017",12084
"CO101","colorado","pueblo","2017",163368
"CO103","colorado","rio blanco","2017",6557
"CO105","colorado","rio grande","2017",11430
"CO107","colorado","routt","2017",24359
"CO109","colorado","saguache","2017",6338
"CO111","colorado","san juan","2017",569
"CO113","colorado","san miguel","2017",7804
"CO115","colorado","sedgwick","2017",2357
"CO117","colorado","summit","2017",29722
"CO119","colorado","teller","2017",23769
"CO121","colorado","washington","2017",4809
"CO123","colorado","weld","2017",285729
"CO125","colorado","yuma","2017",10109
"CT001","connecticut","fairfield","2017",947328
"CT003","connecticut","hartford","2017",897417
"CT005","connecticut","litchfield","2017",184454
"CT007","connecticut","middlesex","2017",164110
"CT009","connecticut","new haven","2017",862127
"CT011","connecticut","new london","2017",270772
"CT013","connecticut","tolland","2017",151596
"CT015","connecticut","windham","2017",116674
"DE001","delaware","kent","2017",173145
"DE003","delaware","new castle","2017",555036
"DE005","delaware","sussex","2017",215551
"DC001","district of columbia","district of columbia","2017",672391
"FL001","florida","alachua","2017",259865
"FL003","florida","baker","2017",27537
"FL005","florida","bay","2017",180117
"FL007","florida","bradford","2017",26775
"FL009","florida","brevard","2017",568183
"FL011","florida","broward","2017",1890416
"FL013","florida","calhoun","2017",14458
"FL015","florida","charlotte","2017",173236
"FL017","florida","citrus","2017",141373
"FL019","florida","clay","2017",203291
"FL021","florida","collier","2017",356774
"FL023","florida","columbia","2017",68484
"FL027","florida","desoto","2017",35675
"FL029","florida","dixie","2017",16323
"FL031","florida","duval","2017",912043
"FL033","florida","escambia","2017",309924
"FL035","florida","flagler","2017",105015
"FL037","florida","franklin","2017",11675
"FL039","florida","gadsden","2017",46113
"FL041","florida","gilchrist","2017",17191
"FL043","florida","glades","2017",13197
"FL045","florida","gulf","2017",16018
"FL047","florida","hamilton","2017",14238
"FL049","florida","hardee","2017",27326
"FL051","florida","hendry","2017",39064
"FL053","florida","hernando","2017",179144
"FL055","florida","highlands","2017",100177
"FL057","florida","hillsborough","2017",1351087
"FL059","florida","holmes","2017",19483
"FL061","florida","indian river","2017",147981
"FL063","florida","jackson","2017",48571
"FL065","florida","jefferson","2017",14085
"FL067","florida","lafayette","2017",8684
"FL069","florida","lake","2017",326215
"FL071","florida","lee","2017",700165
"FL073","florida","leon","2017",285890
"FL075","florida","levy","2017",39713
"FL077","florida","liberty","2017",8347
"FL079","florida","madison","2017",18518
"FL081","florida","manatee","2017",363542
"FL083","florida","marion","2017",343778
"FL085","florida","martin","2017",155719
"FL086","florida","miamidade","2017",2702602
"FL087","florida","monroe","2017",76745
"FL089","florida","nassau","2017",78435
"FL091","florida","okaloosa","2017",197591
"FL093","florida","okeechobee","2017",40228
"FL095","florida","orange","2017",1290216
"FL097","florida","osceola","2017",325168
"FL099","florida","palm beach","2017",1426772
"FL101","florida","pasco","2017",498136
"FL103","florida","pinellas","2017",949842
"FL105","florida","polk","2017",652256
"FL107","florida","putnam","2017",72435
"FL109","florida","st johns","2017",226578
"FL111","florida","st lucie","2017",298763
"FL113","florida","santa rosa","2017",166778
"FL115","florida","sarasota","2017",404839
"FL117","florida","seminole","2017",449260
"FL119","florida","sumter","2017",116754
"FL121","florida","suwannee","2017",43814
"FL123","florida","taylor","2017",22350
"FL125","florida","union","2017",15300
"FL127","florida","volusia","2017",518660
"FL129","florida","wakulla","2017",31586
"FL131","florida","walton","2017",63457
"FL133","florida","washington","2017",24472
"GA001","georgia","appling","2017",18471
"GA003","georgia","atkinson","2017",8313
"GA005","georgia","bacon","2017",11279
"GA007","georgia","baker","2017",3251
"GA009","georgia","baldwin","2017",45527
"GA011","georgia","banks","2017",18363
"GA013","georgia","barrow","2017",75099
"GA015","georgia","bartow","2017",102623
"GA017","georgia","ben hill","2017",17272
"GA019","georgia","berrien","2017",19014
"GA021","georgia","bibb","2017",153923
"GA023","georgia","bleckley","2017",12779
"GA025","georgia","brantley","2017",18411
"GA027","georgia","brooks","2017",15629
"GA029","georgia","bryan","2017",34883
"GA031","georgia","bulloch","2017",73742
"GA033","georgia","burke","2017",22645
"GA035","georgia","butts","2017",23556
"GA037","georgia","calhoun","2017",6503
"GA039","georgia","camden","2017",52252
"GA043","georgia","candler","2017",10894
"GA045","georgia","carroll","2017",114898
"GA047","georgia","catoosa","2017",65870
"GA049","georgia","charlton","2017",12963
"GA051","georgia","chatham","2017",285506
"GA053","georgia","chattahoochee","2017",11096
"GA055","georgia","chattooga","2017",24880
"GA057","georgia","cherokee","2017",235896
"GA059","georgia","clarke","2017",123554
"GA061","georgia","clay","2017",3024
"GA063","georgia","clayton","2017",274150
"GA065","georgia","clinch","2017",6788
"GA067","georgia","cobb","2017",739072
"GA069","georgia","coffee","2017",43048
"GA071","georgia","colquitt","2017",45890
"GA073","georgia","columbia","2017",143723
"GA075","georgia","cook","2017",17190
"GA077","georgia","coweta","2017",138015
"GA079","georgia","crawford","2017",12385
"GA081","georgia","crisp","2017",23005
"GA083","georgia","dade","2017",16282
